100	10
120	40
140	20
160	30
180	20
200	40
220	60
240	65
260	30
280	50
300	70
320	70
340	80
360	60
380	50
400	20
420	30
440	40
460	70
480	40
500	40
520	30
540	30
560	20
580	45
600	50
620	35
640	15
660	50
680	35
700	35
720	35
740	30
760	30
780	30
800	25
820	15
840	30
860	20
880	20
900	25
920	25
940	15
960	20
980	25
1000	20
1020	20
1040	25
1060	30
1080	20
1100	30
1120	15
1140	30
1160	25
1170	25
1180	20
1200	15
1220	20
1240	20
1250	20
1260	20
1280	15
1300	10
1320	10
1340	10
1350	10
1360	20
1380	10
1400	10
1400	10
1410	10
1420	20
1440	20
1460	20
1470	20
1480	30
1500	30
1500	20
1520	20
1540	25
1560	20
1570	20
1580	15
1600	20
1620	20
1620	20
1640	15
1660	15
1680	25
1700	25
1700	25
1720	25
1720	30
1740	25
1760	30
1770	30
1780	25
1800	30
1820	20
1830	20
1840	20
1860	25
1870	25
1880	25
1900	25
1900	25
1920	30
1940	30
1960	30
1960	30
1980	30
1980	30
2000	25
2020	25
2020	25
2040	25
2060	20
2070	20
2080	20
2100	30
2120	25
2140	25
2140	35
2160	20
2180	30
2200	30
2200	20
2220	20
2220	30
2240	25
2260	30
2270	30
2280	20
2300	20
2300	20
2320	20
2330	20
2340	20
2360	15
2380	15
2400	15
2400	15
2420	15
2420	15
2440	15
2460	15
2480	25
2500	25
2500	25
2520	30
2540	20
2560	30
2570	30
2580	25
2600	25
2600	25
2620	20
2630	20
2640	15
2650	15
2660	15
2680	20
2700	20
2700	25
2720	30
2730	30
2740	35
2760	20
2780	20
2780	20
2800	20
2800	10
2820	20
2840	20
2850	20
2860	20
2880	20
2900	20
2900	20
2920	20
2930	20
2940	20
2960	15
2980	15
2980	10
3000	10
3020	40
3040	40
3060	40
3080	60
3100	70
3120	50
3140	70
3160	80
3180	70
3200	60
3220	40
3230	40
3240	50
3260	50
3280	30
3300	30
3300	30
3320	40
3340	40
3360	40
3380	50
3400	30
3420	85
3440	85
3440	50
3460	50
3480	50
3480	30
3500	30
3520	40
3540	40
3560	40
3580	55
3600	55
3600	60
3620	85
3640	80
3660	80
3680	80
3700	60
3720	60
3720	30
3740	60
3760	120
3780	120
3780	60
3800	120
3820	110
3840	110
3860	110
3860	55
3880	80
3900	110
3920	110
3920	70
3940	100
3960	85
3980	55
4000	70
4020	50
4040	50
4060	90
4080	80
4100	80
4100	110
4120	110
4140	80
4160	80
4160	45
4180	55
4200	75
4220	110
4240	110
4250	110
4260	90
4280	90
4290	90
4300	60
4320	60
4340	80
4350	80
4360	80
4380	80
4400	90
4410	90
4420	100
4440	100
4440	120
4460	120
4480	55
4500	60
4520	60
4520	60
4540	80
4560	60
4580	60
4600	60
4600	35
4620	40
4630	40
4640	50
4650	50
4660	40
4680	40
4700	40
4700	35
4720	45
4740	40
4760	40
4770	40
4780	45
4800	20
4820	20
4820	40
4840	30
4860	40
4880	40
4880	45
4900	50
4920	40
4940	40
4960	40
4980	50
5000	40
5020	30
5030	30
5040	30
5060	25
5080	20
5100	20
5100	20
5120	30
5140	30
5140	25
5160	40
5180	40
5180	50
5200	40
5218	40
5220	40
5240	25
5250	25
5260	20
5280	25
5300	25
5300	40
5320	40
5320	50
5340	35
5360	50
5380	45
5400	45
5400	50
5420	40
5440	40
5460	30
5480	30
5480	45
5500	40
5510	40
5520	40
5540	40
5540	40
5560	40
5565	40
5580	40
5590	40
5600	40
5610	40
5620	35
5640	35
5640	35
5660	45
5680	35
5700	40
5720	40
5740	30
5760	35
5780	30
5800	40
5820	40
5840	40
5860	30
5880	25
5900	25
5920	25
5940	30
5960	30
5980	30
6000	30
6010	30
6020	40
6040	40
6060	50
6080	40
6100	40
6100	30
6120	35
6140	35
6160	20
6180	30
6200	30
6200	40
6220	20
6240	40
6260	30
6280	30
6300	30
6300	20
6310	20
6320	30
6340	40
6350	40
6360	40
6380	40
6400	40
6400	50
6420	50
6420	40
6440	40
6460	40
6480	45
6490	45
6500	40
6510	40
6520	30
6540	50
6560	40
6580	40
6600	40
6600	50
6620	30
6640	55
6650	55
6660	30
6680	30
6700	30
6700	30
6720	40
6740	30
6760	30
6770	30
6780	30
6790	30
6800	30
6820	25
6840	25
6840	25
6860	25
6880	30
6900	30
6900	35
6920	40
6940	20
6960	20
6960	25
6980	25
6980	15
7000	10
7010	10
7020	15
7040	15
7060	15
7060	20
7080	20
7100	20
7120	20
7140	25
7160	20
7180	20
7200	30
7220	35
7240	20
7260	50
7280	30
7300	20
7320	20
7340	20
7360	20
7380	15
7400	20
7420	20
7440	20
7440	25
7460	25
7460	40
7480	30
7500	30
7520	40
7540	40
7540	10
7550	10
7560	10
7580	10
7580	25
7600	25
7620	30
7640	40
7660	30
7680	30
7700	25
7720	30
7740	30
7760	30
7780	20
7800	30
7820	30
7840	30
7840	20
7842	20
7860	30
7880	30
7880	30
7881	30
7900	20
7920	15
7940	20
7950	20
7960	15
7980	10
8000	15
8010	15
8020	20
8040	20
8040	20
8060	15
8080	20
8100	20
8110	20
8120	20
8130	20
8140	20
8160	20
8160	20
8180	20
8180	20
8200	25
8220	30
8240	20
8260	30
8280	20
8300	45
8320	30
8340	30
8360	30
8380	25
8400	30
8420	30
8440	25
8460	30
8480	20
8500	30
8520	30
8540	20
8560	20
8580	20
8600	25
8620	20
8640	20
8660	20
8663.01	14.13
8672.06	29.56
8682.23	16.41
8692.28	13.02
8702.33	15.68
8712.38	15.27
8722.43	14.3
8732.48	14.99
8742.53	18.62
8752.58	8.37
8762.63	11.39
8772.68	9.95
8780.72	12.33
8790.77	7.53
8800.82	8.32
8810.87	7.94
8820.92	11.71
8830.98	11.79
8841.03	15.66
8851.08	22.76
8861.12	17.13
8871.18	25.83
8881.23	17.65
8891.28	38.9
8901.35	20.13
8911.4	17.07
8921.45	14.68
8931.5	17.14
8941.55	21.77
8951.6	14.43
8961.65	11.72
8971.7	14.18
8981.75	14.56
8992.01	23.36
9002.06	23.06
9012.11	25.8
9022.16	32.92
9032.21	40.7
9042.25	26.01
9052.3	19.08
9061.35	10.26
9071.4	25.06
9081.44	14.59
9091.03	17.05
9101.08	17.92
9111.13	18.6
9121.18	20.36
9131.23	17.13
9141.27	14.66
9151.32	16.7
9161.37	15.94
9171.42	15.65
9181.47	12.45
9191.52	15.18
9201.57	10.06
9213.81	10.52
9223.86	15.24
9233.91	16.39
9243.96	15.61
9254.01	18.2
9264.05	14.42
9275	15.81
9285.05	30.4
9295.1	19.75
9307	10
9317.09	31.41
9327.14	18.11
